,true_x,true_y,true_yaw,odo_x,odo_y,odo_yaw,z_x,z_y,u_dl,u_dtheta,z_n,u_dl_n,u_dtheta_n
231,7.40630621494,16.7738071446,2.32,7.06299123201,17.0970919733,2.24812091513,0.0,0.0,0.14264230214,0.0148870663527,0.0,0.05,0.01
232,7.33820062689,16.847030289,2.33,7.04880468407,17.114731537,2.26564160233,0.0,0.0,0.0226365269057,0.0175206872064,0.0,0.05,0.01
233,7.26936622485,16.9195687278,2.34,7.0228095164,17.1459189523,2.26441228519,0.0,0.0,0.0406005371357,-0.00122931714458,0.0,0.05,0.01
234,7.1998098922,16.9914152071,2.35,6.97334211434,17.2054154818,2.27379429804,0.0,0.0,0.077374807838,0.00938201285241,0.0,0.05,0.01
235,7.12953858452,17.0625625424,2.36,6.92644233101,17.2607592752,2.28806497458,0.0,0.0,0.0725432639249,0.0142706765363,0.0,0.05,0.01
236,7.05855932889,17.133003619,2.37,6.919309497,17.2689368144,2.29144646999,0.0,0.0,0.0108512427218,0.00338149541125,0.0,0.05,0.01
237,6.98687922316,17.2027313928,2.38,6.85109597415,17.3466093958,2.29320698834,0.0,0.0,0.103373664923,0.00176051834877,0.0,0.05,0.01
238,6.91450543529,17.2717388911,2.39,6.74745283388,17.4642063557,2.30230870904,0.0,0.0,0.156751221734,0.00910172070187,0.0,0.05,0.01
239,6.8414452026,17.3400192133,2.4,6.66619657742,17.5547279664,2.32262935596,6.62157710228,17.2782107679,0.121641856296,0.0203206469204,0.1,0.05,0.01
240,6.76770583104,17.4075655314,2.41,6.61587920986,17.6085418257,2.32451566593,0.0,0.0,0.0736733936737,0.00188630997335,0.0,0.05,0.01
241,6.6932946945,17.4743710907,2.42,6.58403746677,17.642467707,2.34817363233,0.0,0.0,0.0465280778262,0.0236579663981,0.0,0.05,0.01
242,6.61821923403,17.5404292109,2.43,6.52039728874,17.7071370596,2.3624696185,0.0,0.0,0.0907314577629,0.0142959861676,0.0,0.05,0.01
243,6.54248695711,17.605733286,2.44,6.45626253944,17.7704719103,2.37705696,0.0,0.0,0.0901363932116,0.0145873414985,0.0,0.05,0.01
244,6.4661054369,17.6702767858,2.45,6.37287288469,17.8504527584,2.39313589694,0.0,0.0,0.115545534604,0.016078936937,0.0,0.05,0.01
245,6.3890823115,17.7340532561,2.46,6.31468522082,17.90449269,2.40791742568,0.0,0.0,0.0794110725451,0.0147815287445,0.0,0.05,0.01
246,6.31142528314,17.7970563191,2.47,6.31498504158,17.9042223842,2.40666396013,0.0,0.0,-0.000403680226721,-0.00125346554768,0.0,0.05,0.01
247,6.23314211748,17.8592796746,2.48,6.23389995357,17.9775097543,2.41867353754,0.0,0.0,0.109296981234,0.0120095774112,0.0,0.05,0.01
248,6.15424064276,17.9207171004,2.49,6.1795037377,18.0255005879,2.42638419549,0.0,0.0,0.0725401158937,0.007710657944,0.0,0.05,0.01
249,6.07472874906,17.9813624527,2.5,6.17129365089,18.0326320818,2.42718429176,0.0,0.0,0.0108749129348,0.000800096273408,0.0,0.05,0.01
250,5.9946143875,18.0412096671,2.51,6.09628677478,18.0976797762,2.4325457956,0.0,0.0,0.0992836039177,0.00536150384237,0.0,0.05,0.01
251,5.91390556946,18.1002527589,2.52,6.04872208412,18.1384842262,2.45268699473,0.0,0.0,0.0626689950079,0.0201411991309,0.0,0.05,0.01
252,5.83261036575,18.1584858239,2.53,5.93427135353,18.2327341717,2.4581269604,0.0,0.0,0.148263353411,0.00543996566491,0.0,0.05,0.01
253,5.75073690582,18.2159030387,2.54,5.86638812952,18.2880189165,2.47432298765,0.0,0.0,0.0875473306559,0.0161960272557,0.0,0.05,0.01
254,5.66829337696,18.2724986618,2.55,5.76625369397,18.3669067957,2.48159129015,0.0,0.0,0.127476282766,0.00726830249332,0.0,0.05,0.01
255,5.58528802343,18.3282670335,2.56,5.65091942835,18.4564185378,2.483581678,0.0,0.0,0.145994331415,0.00199038785386,0.0,0.05,0.01
256,5.50172914572,18.3832025771,2.57,5.52425649517,18.5543191979,2.48792779033,0.0,0.0,0.160087594426,0.0043461123308,0.0,0.05,0.01
257,5.41762509963,18.4372997992,2.58,5.45255743933,18.6092409191,2.49501888051,0.0,0.0,0.0903169422771,0.00709109017469,0.0,0.05,0.01
258,5.33298429551,18.4905532899,2.59,5.41311299667,18.6390140633,2.50413938684,0.0,0.0,0.0494196739899,0.00912050633207,0.0,0.05,0.01
